fragId,SMILES,SMILES Naked,HBD,HBA,cLogP,Heteroatoms,Rings,Rot. Bonds,Aromatic Bonds,Acidic Groups,Basic Groups,Atomic Polarizability
C327,C#CCCC1(CCNC(=O)C(C)N2C(=O)C3CC=CCC3C2=O)N=N1,CNC(=O)c1cc2c(o1)C(C)(C)CCNC2=O,2,3,1.0502999999999998,5,2,1,5,0,0,36.394688
C328,C#CCCC1(CCNC(=O)c2cc(C)nc3onc(-c4c(C)nn(C)c4C)c23)N=N1,CNC(=O)c1cc(C)nc2onc(-c3c(C)nn(C)c3C)c12,1,6,1.9081599999999999,7,3,2,15,0,0,44.839481000000006
C329,C#CCCC1(CCC(=O)N2CCCC(c3[nH]ncc3CN3CCOCC3)C2)N=N1,CC(=O)N1CCCC(c2[nH]ncc2CN2CCOCC2)C1,1,4,0.9678000000000002,6,3,3,5,0,1,48.407032000000015
C331,C#CCCC1(CCC(=O)N2CCN(C3(C(N)=O)CCOC3)CC2)N=N1,COCCN1C(=O)N[C@H]2CN(C(C)=O)CC[C@H]21,1,3,-0.3525999999999989,6,2,3,0,0,0,37.735067
C332,C#CCCC1(CCC(=O)N[C@H]2CCCC[C@H]2Cc2nn(C)c(=O)n2C)N=N1,CC(=O)N[C@@H]1CCCC[C@@H]1Cc1nn(C)c(=O)n1C,1,5,0.35620000000000074,6,2,3,5,0,0,43.553446
C333,C#CCCC1(CCC(=O)NC(C)c2ccc(N3CC(C)CS3(=O)=O)cc2)N=N1,CC(=O)N(C)C(C)c1cccc(N2CCCS2(=O)=O)c1,0,3,1.7658,6,2,3,6,0,0,45.48186000000001
C334,C#CCCC1(CCC(=O)NC2CC(N(C)C)C23CCC3)N=N1,C=CCCN1CCC(NC(C)=O)CC1,1,2,1.1629999999999996,3,1,4,0,0,1,35.697860000000006
C335,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)CC)c[nH]c2=O)N=N1,CCS(=O)(=O)c1c[nH]c(=O)c(C(=O)NC)c1,2,4,-0.4719,7,1,3,6,0,0,32.149516000000006
C336,C#CCCC1(CCC(=O)N2CCCC(O)(CN(C)C)C2)N=N1,CC(=O)N1CCCC(O)(CN(C)C)C1,1,3,-0.07859999999999978,4,1,2,0,0,1,34.73986000000001
C337,C#CCCC1(CCC(=O)N2CCC(C#N)(CCC=C)CC2)N=N1,C=CCCC1(C#N)CCN(C(C)=O)CC1,0,2,2.10488,3,1,3,0,0,0,36.12427400000001
C338,C#CCCC1(CCNC(=O)c2cccc(-c3cnc4[nH]c(=O)n(C)c4c3)c2)N=N1,CNC(=O)c1cccc(-c2cnc3[nH]c(=O)n(C)c3c2)c1,2,4,1.2881999999999998,6,3,2,16,0,0,41.739102
C339,C#CCCC1(CCNC(=O)c2cc(-c3cc(F)ccc3F)on2)N=N1,CNC(=O)c1cc(-c2cc(F)ccc2F)on1,1,3,1.9794,6,2,2,11,0,0,29.612344
C340,C#CCCC1(CCC(=O)N2CCN(C(C)c3nc(C(C)C)no3)CC2)N=N1,CC(=O)N1CCN(C(C)c2nc(C(C)C)no2)CC1,0,5,1.4181,6,2,3,5,0,1,43.55344600000001
C342,C#CCCC1(CCC(=O)N2CCC(S(=O)(=O)c3ccc(F)cc3)C2)N=N1,CC(=O)N1CCC(S(=O)(=O)c2ccc(F)cc2)C1,0,3,1.2202000000000004,6,2,2,6,0,0,37.418102000000005
C343,C#CCCC1(CCC(=O)N2CCOC3(C2)C2CC4CC(C2)CC3C4)N=N1,CC(=O)N1CCOC2(C1)C1CC3CC(C1)CC2C3,0,2,2.0599999999999996,3,5,0,0,0,0,44.440239000000005
C344,C#CCCC1(CCC(=O)N2CCCCCCNC(=O)C3CCCC32)N=N1,CC(=O)N1CCCCCCNC(=O)C2CCCC21,1,2,1.6937999999999995,4,2,0,0,0,0,44.44703200000001
C345,C#CCCC1(CCC(=O)N2CC(c3nc(O)cc(O)n3)C2)N=N1,CC(=O)N1CC(c2nc(O)cc(=O)[nH]2)C1,2,4,-0.5788000000000002,6,2,1,6,0,0,28.880723000000003
C346,C#CCCC1(CCNC(=O)c2cccn3c(CC(C)C)nnc23)N=N1,CNC(=O)c1cccn2c(CC(C)C)nnc12,1,4,1.2873999999999999,5,2,3,10,0,0,36.990688
C347,C#CCCC1(CCNC(=O)Cc2sc(-c3ccn[nH]3)nc2C)N=N1,CNC(=O)Cc1sc(-c2ccn[nH]2)nc1C,2,4,1.1301199999999996,6,2,3,10,0,0,33.70351600000001
C348,C#CCCC1(CCNC(=O)c2cnn(-c3nc(CC)cs3)c2)N=N1,CCc1csc(-n2cc(C(=O)NC)cn2)n1,1,5,1.2507999999999997,6,2,3,10,0,0,33.70351600000001
C349,C#CCCC1(CCC(=O)NCc2cn(-c3ccccc3)nc2C(C)C)N=N1,CC(=O)NCc1cn(-c2ccccc2)nc1C(C)C,1,3,2.631800000000001,4,2,4,11,0,0,43.17106700000001
C350,C#CCCC1(CCNC(=O)[C@@H]2C[C@]23CCOc2ccc(Cl)cc23)N=N1,CNC(=O)[C@@H]1C[C@]12CCOc1ccc(Cl)cc12,1,2,2.1262,4,3,1,6,0,0,37.099101999999995
C351,C#CCCC1(CCC(=O)NC(C)Cc2ccc(S(N)(=O)=O)cc2)N=N1,CC(=O)NC(C)Cc1ccc(S(N)(=O)=O)cc1,2,3,0.4010999999999999,6,1,4,6,0,0,37.534688
C352,C#CCCC1(CCC(=O)NCc2csc(CNC(C)=O)n2)N=N1,CC(=O)NCc1csc(CNC(C)=O)n1,2,4,0.41529999999999984,6,1,4,5,0,0,32.312309
C353,C#CCCC1(CCNC(=O)Cc2nc3nccc(-c4ccc(F)cc4)n3n2)N=N1,CNC(=O)Cc1nc2nccc(-c3ccc(F)cc3)n2n1,1,5,1.2188999999999994,7,3,3,16,0,0,39.500516000000005
C354,C#CCCC1(CCNC(=O)c2cc(OC)nn2-c2ncccc2Cl)N=N1,CNC(=O)c1cc(OC)nn1-c1ncccc1Cl,1,5,1.2888999999999995,7,2,3,11,0,0,34.878723
C355,C#CCCC1(CCNC(=O)c2cnc3ccc(OC)cc3c2C(F)(F)F)N=N1,CNC(=O)c1cnc2ccc(OC)cc2c1C(F)(F)F,1,3,2.6218000000000012,7,2,2,11,0,0,35.68972300000001
C356,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2ccccc2OC(F)F)N=N1,COc1cc(C2(F)CN(C(C)=O)C2)ccc1F,0,2,1.8612,5,2,2,6,0,0,33.606309
C357,C#CCCC1(CCC(=O)NC2(Cc3ccc(F)c(C)c3)CC2)N=N1,CC(=O)NC1(Cc2ccc(F)c(C)c2)CC1,1,1,2.34532,3,2,3,6,0,0,36.007688
C358,C#CCCC1(CCC(=O)N2CCS(=O)C(CC)(CC)C2)N=N1,CCC1(CC)CN(C(C)=O)CC[S+]1[O-],0,2,1.1560000000000001,4,1,2,0,0,0,35.873067
C359,C#CCCC1(CCC(=O)N2CCC3(CC2)OCc2ccncc23)N=N1,CC(=O)NC1C(=O)Nc2ccc(C(C)C)cc21,2,2,1.9392999999999998,4,2,2,6,0,0,37.35268799999999
C360,C#CCCC1(CCC(=O)NCC2CCCC(C(F)(F)F)O2)N=N1,CC(=O)NCC1CCCC(C(F)(F)F)O1,1,2,1.6225,6,1,2,0,0,0,29.550102
C361,C#CCCC1(CCNC(=O)c2csc3cncn23)N=N1,CNC(=O)c1cn2ccnc2s1,1,4,0.7553999999999998,5,2,1,9,0,0,23.989551000000002
C362,C#CCCC1(CCNC(=O)c2nc(-c3ccccc3)oc2C2CC2)N=N1,CNC(=O)c1nc(-c2ccccc2)oc1C1CC1,1,3,2.5786000000000007,4,3,3,11,0,0,37.779102
C363,C#CCCC1(CCNC(=O)c2nc(C(F)(F)F)n3ccccc23)N=N1,CNC(=O)c1nc(C(F)(F)F)n2ccccc12,1,3,1.7127000000000001,7,2,1,10,0,0,28.707344000000003
C364,C#CCCC1(CCNC(=O)c2csc3cc(Cl)cnc23)N=N1,CNC(=O)c1csc2cc(Cl)cnc12,1,3,2.3093000000000004,5,2,1,10,0,0,28.589551000000004
C365,C#CCCC1(CCC(=O)N2CC(N3CC(c4nc(C5CC5)no4)CC3=O)C2)N=N1,CC(=O)N1CC(N2CC(c3nc(C4CC4)no3)CC2=O)C1,0,5,0.4935999999999996,7,4,3,5,0,0,43.44827400000001
C366,C#CCCC1(CCC(=O)NC(CO)c2cc(F)c(F)c(F)c2)N=N1,CC(=O)NC(CO)c1cc(F)c(F)c(F)c1,2,2,1.2734,6,1,3,6,0,0,28.64293
C367,C#CCCC1(CCNC(=O)Cn2c(C)nc3cc(F)c(F)cc32)N=N1,CNC(=O)Cn1c(C)nc2cc(F)c(F)cc21,1,3,1.3689199999999995,6,2,2,10,0,0,31.910723000000004
C368,C#CCCC1(CCC(=O)NC[C@H]2C[C@@H](OC)CN2c2cc(C)ncn2)N=N1,CO[C@@H]1C[C@H](CNC(C)=O)N(c2cc(C)ncn2)C1,1,5,0.5148199999999996,6,2,4,6,0,0,42.219860000000004
C369,C#CCCC1(CCNC(=O)[C@H]2CN(C(C)(C)C)C[C@@H]2C(F)(F)F)N=N1,CNC(=O)[C@@H]1CN(C(C)(C)C)C[C@H]1C(F)(F)F,1,2,1.6411999999999998,6,1,1,0,0,1,36.70206700000001
C370,C#CCCC1(CCNC(=O)CC(C)c2ccncc2)N=N1,CNC(=O)CC(C)c1ccncc1,1,2,1.3212,3,1,3,6,0,0,29.937102000000003
C371,C#CCCC1(CCNC(=O)C23CCN(CC2)S(=O)(=O)C3)N=N1,CNC(=O)C1C2CCN(CC2)S1(=O)=O,1,3,-0.8435999999999999,6,3,1,0,0,0,30.921102000000005
C373,C#CCCC1(CCNC(=O)c2cccc3c2C(C)(C)C(C)=N3)N=N1,CNC(=O)c1cccc2c1C(C)(C)C(C)=N2,1,2,2.4298,3,2,1,6,0,0,36.55068800000001
C374,C#CCCC1(CCC(=O)N2CCc3ccc(C#N)nc3CC2)N=N1,CC(=O)N1CCc2ccc(C#N)nc2CC1,0,3,0.9003800000000001,4,2,0,6,0,0,33.89030900000001
C375,C#CCCC1(CCC(=O)N2C[C@H]3[C@](C(F)(F)F)(CCS3(=O)=O)C2)N=N1,CC(=O)N1C[C@@H]2[C@@](C(F)(F)F)(CCS2(=O)=O)C1,0,3,0.5843,8,2,0,0,0,0,31.918515999999997
C376,C#CCCC1(CCC(=O)N2CC(C(F)(F)F)CCC23CC3)N=N1,CC(=O)NC1CC2CCC1(C(F)(F)F)C2,1,1,2.2436,5,2,1,0,0,0,30.508102
C378,C#CCCC1(CCNC(=O)c2ncnn3cccc23)N=N1,CNC(=O)c1ncnn2cccc12,1,4,0.08889999999999948,5,2,1,10,0,0,24.616344
C379,C#CCCC1(CCNC(=O)C2CCN(S(=O)(=O)c3cnn(CC)c3)CC2)N=N1,CCn1cc(S(=O)(=O)N2CCC(C(=O)NC)CC2)cn1,1,5,0.049700000000000744,8,2,4,5,0,0,44.16186000000001
C380,C#CCCC1(CCC(=O)NCc2cccc3nsnc23)N=N1,CC(=O)NCc1cccc2nsnc12,1,4,1.3274,5,2,2,10,0,0,28.843137000000002
C381,C#CCCC1(CCC(=O)N2CC(OC)(c3cnnn3C)C2)N=N1,CC(=O)N1CCn2c(CCO)nnc2C1,1,5,-0.8249999999999997,6,2,2,5,0,0,31.179102000000007
C382,C#CCCC1(CCC(=O)Nc2cccc(OCc3cscn3)c2)N=N1,CC(=O)Nc1cccc(OCc2cscn2)c1,1,4,2.6805000000000003,5,2,4,11,0,0,35.82551599999999
C383,C#CCCC1(CCC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)N=N1,CC(=O)Nc1cc2c(cc1N1CCCCC1)n(C)c(=O)n2C,1,5,1.8256999999999999,6,3,2,10,0,0,48.83344600000001
C384,C#CCCC1(CCC(=O)Nc2ccc(N3N=C(COC)CC3=O)nc2)N=N1,COCC1=NN(c2ccc(NC(C)=O)cn2)C(=O)C1,1,5,0.7790999999999999,7,2,4,6,0,0,37.26110200000001
C385,C#CCCC1(CCC(=O)N2CCC3(CCOCC3)C23CC3)N=N1,CC(=O)N1CCC2(CCOCC2)C12CC2,0,2,1.568,3,3,0,0,0,0,36.493067
C386,C#CCCC1(CCC(=O)N2CCCC3CCC(F)(F)CC32)N=N1,CC(=O)NCC1CCC2C(CC1)C2(F)F,1,1,2.194,4,2,2,0,0,0,33.711481000000006
C387,C#CCCC1(CCC(=O)N2CC3(CCC3)OC3(CCC3)C2)N=N1,CC(=O)N1CC2(CCC2)OC2(CCC2)C1,0,2,1.7105,3,3,0,0,0,0,36.493067
C388,C#CCCC1(CCNC(=O)c2c[nH]cc2-c2ccc(Cl)s2)N=N1,CNC(=O)c1c[nH]cc1-c1ccc(Cl)s1,2,2,2.7562000000000006,5,2,2,10,0,0,31.683137000000002
C389,C#CCCC1(CCNC(=O)c2cn3ccnc3s2)N=N1,CNC(=O)c1csc2cncn12,1,4,0.7554,5,2,1,9,0,0,23.989551000000002
C390,C#CCCC1(CCNC(=O)c2ncoc2-c2ccc(C)cc2)N=N1,CNC(=O)c1ncoc1-c1ccc(C)cc1,1,3,2.00962,4,2,2,11,0,0,32.925516
C391,C#CCCC1(CCNC(=O)c2csc(-c3cn[nH]c3)c2)N=N1,CNC(=O)c1csc(-c2cn[nH]c2)c1,2,3,1.4977999999999998,5,2,2,10,0,0,28.843137000000002
C392,C#CCCC1(CCNC(=O)c2ccccc2N(C)C(=O)c2scnc2C)N=N1,CNC(=O)c1ccccc1N(C)C(=O)c1scnc1C,1,4,2.08772,6,2,3,11,0,0,42.44589500000001
C393,C#CCCC1(CCNC(=O)CN2CCCC3(CC3)S2(=O)=O)N=N1,CNC(=O)CN1CCCC2(CC2)S1(=O)=O,1,3,-0.30940000000000034,6,2,2,0,0,0,34.014688
C394,C#CCCC1(CCNC(=O)c2c3c(nn2C)CCS(=O)(=O)C3)N=N1,CNC(=O)c1c2c(nn1C)CCS(=O)(=O)C2,1,5,-0.7493999999999998,7,2,1,5,0,0,33.114309
C395,C#CCCC1(CCC(=O)NC(C)Cn2cnc3c(cnn3C)c2=O)N=N1,CC(=O)NC(C)Cn1cnc2c(cnn2C)c1=O,1,6,-0.3454000000000006,7,2,3,10,0,0,36.465895
C396,C#CCCC1(CCNC(=O)c2ccccc2Cc2ncn[nH]2)N=N1,CNC(=O)c1ccccc1Cc1ncn[nH]1,2,3,0.7550999999999999,5,2,3,11,0,0,32.56351600000001
C397,C#CCCC1(CCC(=O)Nc2ccc3nnc(-c4ccc(F)cc4)n3c2)N=N1,CC(=O)Nc1ccc2nnc(-c3ccc(F)cc3)n2c1,1,4,2.4938000000000002,6,3,2,16,0,0,37.73372300000001
C398,C#CCCC1(CCC(=O)Nc2ccc(F)c(NC(=O)Cn3cncn3)c2)N=N1,CC(=O)Nc1ccc(F)c(NC(=O)Cn2cncn2)c1,2,5,1.0142999999999998,8,2,4,11,0,0,36.782516
C399,C#CCCC1(CCNC(=O)c2snnc2-c2ccccc2C)N=N1,CNC(=O)c1snnc1-c1ccccc1C,1,4,1.8731199999999997,5,2,2,11,0,0,33.696723
C400,C#CCCC1(CCNC(=O)c2c[nH]c(C(C)(C)C)n2)N=N1,CNC(=O)c1c[nH]c(C(C)(C)C)n1,2,2,1.0668000000000002,4,1,1,5,0,0,29.943895
C401,C#CCCC1(CCC(=O)N2CCS(=O)(=NS(C)(=O)=O)CC2)N=N1,CC(=O)N1CCS(=O)(=NS(C)(=O)=O)CC1,0,4,-0.7238999999999993,8,1,1,0,0,0,32.863102
C402,C#CCCC1(CCNC(=O)C(C)c2ncccc2F)N=N1,CNC(=O)C(C)c1ncccc1F,1,2,1.0702,4,1,2,6,0,0,26.733723
C403,C#CCCC1(CCNC(=O)c2ccc(S(=O)(=O)c3ccccc3)s2)N=N1,CNC(=O)c1ccc(S(=O)(=O)c2ccccc2)s1,1,4,1.9405000000000003,6,2,3,11,0,0,37.760723000000006
C404,C#CCCC1(CCC(=O)NC(CC)c2nc(C)n[nH]2)N=N1,CCc1nncn1CCNC(C)=O,1,4,-0.02339999999999981,5,1,4,5,0,0,28.617102
C405,C#CCCC1(CCNC(=O)C(C)Cc2ccc3c(c2)OCO3)N=N1,CNC(=O)c1ccc(C2(OC)COC2)cc1,1,3,0.9180999999999997,4,2,3,6,0,0,34.62789500000001
C406,C#CCCC1(CCNC(=O)c2ccc(-c3noc(=O)[nH]3)cc2)N=N1,CNC(=O)c1ccc(-c2noc(=O)[nH]2)cc1,2,4,0.38949999999999996,6,2,2,11,0,0,29.307137000000004
C407,C#CCCC1(CCC(=O)Nc2ccc(C34CC5CC(CC(O)(C5)C3)C4)cc2)N=N1,CC(=O)Nc1ccc(C23CC4CC(CC(O)(C4)C2)C3)cc1,2,2,3.2277000000000022,3,5,2,6,0,0,49.72023900000001
C408,C#CCCC1(CCNC(=O)C2CCN(c3ccc(C)cc3)C2=O)N=N1,CNC(=O)C1CCN(c2ccc(C)cc2)C1=O,1,2,1.0939199999999998,4,2,2,6,0,0,37.352688
C409,C#CCCC1(CCC(=O)N2CCC3(CC2)C(C)=Nc2ccccc23)N=N1,CC(=O)N1CCC2(CC1)C(C)=Nc1ccccc12,0,2,2.6727000000000007,3,3,0,6,0,0,41.40427400000001
C410,C#CCCC1(CCNC(=O)c2cccc(N=S3(=O)CCCC3)c2)N=N1,CNC(=O)c1cccc(N=S2(=O)CCCC2)c1,1,3,1.9395,5,2,2,6,0,0,38.492688
C411,C#CCCC1(CCC(=O)NCc2cnn(CCO)c2)N=N1,CC(=O)NCc1cnn(CCO)c1,2,4,-0.4885000000000006,5,1,4,5,0,0,27.652309000000002
C412,C#CCCC1(CCNC(=O)C(C)(C)Cc2cnn[nH]2)N=N1,CCC(NC(C)=O)c1nc(C)n[nH]1,2,3,0.7003199999999999,5,1,3,5,0,0,28.617102000000003
C413,C#CCCC1(CCNC(=O)c2cc3cccc(OC(F)F)c3o2)N=N1,CNC(=O)c1cc2cccc(OC(F)F)c2o1,1,3,2.3938000000000006,6,2,3,10,0,0,29.981137
C414,C#CCCC1(CCC(=O)N2CCC3(CC2)CCC(F)(F)C3)N=N1,CC(=O)N1CCC2(CC1)CCC(F)(F)C2,0,1,2.4343000000000004,4,2,0,0,0,0,33.711481
C415,C#CCCC1(CCC(=O)NCc2ncc(OC)c(O)n2)N=N1,COc1cnc(CNC(C)=O)[nH]c1=O,2,4,-0.5854000000000006,6,1,3,6,0,0,27.120723
C416,C#CCCC1(CCNC(=O)c2ccoc2C2(O)CCOCC2)N=N1,CNC(=O)c1ccoc1C1(O)CCOCC1,2,4,0.6372,5,2,2,5,0,0,33.66989500000001
C417,C#CCCC1(CCNC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)N=N1,CNC(=O)Cn1[nH]c(=O)c2ccccc2c1=O,2,4,-0.5642000000000003,6,2,2,11,0,0,32.400723000000006
C418,C#CCCC1(CCC(=O)Nc2cn(CC(F)F)nc2OC)N=N1,COc1nn(CC(F)F)cc1NC(C)=O,1,4,1.1152,7,1,4,5,0,0,27.432723000000003
C419,C#CCCC1(CCNC(=O)Cc2cc(Cl)cc3c2OCC3)N=N1,CNC(=O)Cc1cc(Cl)cc2c1OCC2,1,2,1.5633999999999997,4,2,2,6,0,0,32.245516
C420,C#CCCC1(CCNC(=O)c2sc3ncccc3c2Cl)N=N1,CNC(=O)c1sc2ncccc2c1Cl,1,3,2.3093000000000004,5,2,1,10,0,0,28.589551
C421,C#CCCC1(CCNC(=O)c2nc(OC(C)C)ccc2Cl)N=N1,CNC(=O)c1nc(OC(C)C)ccc1Cl,1,3,1.8818000000000001,5,1,3,6,0,0,32.252309000000004
C422,C#CCCC1(CCC(=O)NC2CC3CCC2(C(F)(F)F)C3)N=N1,CC(=O)N1CC(C(F)(F)F)CCC12CC2,0,1,2.3398000000000003,5,2,0,0,0,0,30.508102
C423,C#CCCC1(CCC(=O)NCC(=O)N2CCN(c3ccc(Cl)cc3)CC2)N=N1,CC(=O)NCC(=O)N1CCN(c2ccc(Cl)cc2)CC1,1,3,1.1247000000000005,6,2,3,6,0,0,43.72627400000002
C424,C#CCCC1(CCC(=O)Nc2ccc(F)c(N3CCS(=O)(=O)CC3)c2)N=N1,CC(=O)Nc1ccc(F)c(N2CCS(=O)(=O)CC2)c1,1,4,1.0189,7,2,2,6,0,0,39.18489500000001
C425,C#CCCC1(CCNC(=O)COC2CCN(C)CC2)N=N1,CNC(=O)COC1CCN(C)CC1,1,3,-0.15680000000000005,4,1,3,0,0,1,31.646274000000005
C426,C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)N(c2ccc(F)cc2)C3=O)N=N1,CNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(F)cc1)C2=O,1,3,1.9859,6,3,2,12,0,0,40.657723000000004
C427,C#CCCC1(CCC(=O)NC2CCc3n[nH]c(=O)cc3C2)N=N1,CC(=O)NC1CCc2n[nH]c(=O)cc2C1,2,3,-0.23670000000000013,5,2,1,6,0,0,31.172309000000006
C428,C#CCCC1(CCC(=O)N2CCCC(C#N)(c3ccccn3)C2)N=N1,CC(=O)N1CCCC(C#N)(c2ccccn2)C1,0,3,1.4852800000000002,4,2,1,6,0,0,36.98389500000001
C429,C#CCCC1(CCC(=O)NC(C)c2ccc(-c3csc(C)n3)cc2)N=N1,CC(=O)NC(C)c1ccc(-c2csc(C)n2)cc1,1,3,3.315620000000002,4,2,3,11,0,0,41.210688000000005
C430,C#CCCC1(CCNC(=O)c2cn(-c3cccnc3)nc2C2CCOCC2)N=N1,CNC(=O)c1cn(-c2cccnc2)nc1C1CCOCC1,1,5,1.5209,6,3,3,11,0,0,44.40627400000001
C431,C#CCCC1(CCC(=O)N2CCCC2c2c(OC)n(C)c3ccccc23)N=N1,COc1c(C2CCCN2C(C)=O)c2ccccc2n1C,0,3,2.870300000000001,4,3,2,10,0,0,45.29986000000001
C432,C#CCCC1(CCNC(=O)c2cc(=O)[nH]c(C3CCOCC3)n2)N=N1,CNC(=O)c1cc(=O)[nH]c(C2CCOCC2)n1,2,4,0.023499999999999632,6,2,2,6,0,0,35.06789500000001
C433,C#CCCC1(CCNC(=O)c2cc(OC)c3c(c2)OCCO3)N=N1,CNC(=O)c1cc(OC)c2c(c1)OCCO2,1,4,0.8259999999999998,5,2,2,6,0,0,32.336309
