fid,smiles,tert_amine,proj_x,proj_y,sign_0,sign_1,sign_2,sign_3,sign_4,sign_5,sign_6,sign_7,sign_8,sign_9
C109,C#CCCC1(CCC(=O)NCc2cnn3ccn(C)c(=O)c23)N=N1,0,15.580035,1.8125092,0.0,0.5291804976597018,0.0,0.0223589762551421,0.0,0.4459063216936012,0.0053036751511812,0.0,0.0501787813238625,0.0
C110,C#CCCC1(CCC(=O)NC(C)(C)c2cc(C(F)F)on2)N=N1,0,3.666525,11.101566,0.1699230945976366,0.0,0.0,0.0,0.0,0.0,0.7521291162943474,0.0,0.0823789608538892,0.0
C111,C#CCCC1(CCNC(=O)CCn2c(C)c(C)sc2=O)N=N1,0,-1.276232,-5.212515,0.0,0.0251303688553343,0.014899248962924,0.095565082837034,0.0,0.006520894940639,0.036772574607111,0.007915446497228,0.0961737231772304,0.0
C112,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,0,8.7126875,7.011224,0.0483038854039928,0.0,0.0,0.0,0.0,0.0028764151852646,0.2658393262794884,0.1852256294251243,0.0,1.1334823037354065
C113,C#CCCC1(CCC(=O)N2C[C@@H](O)[C@H](N3CCOCC3)C2)N=N1,1,16.073908,0.36366814,0.0,0.2310856384587329,0.0177704998973543,0.1455192628065664,0.0,0.4809714284532438,0.0,0.0,0.1178422911742983,0.0
C114,C#CCCC1(CCC(=O)N2CC3(CC(O)CNC3=O)C2)N=N1,0,-1.2248976,1.719542,0.0117129374492916,0.0,0.0,0.3614436853718987,0.0,0.0096190797624767,0.0,0.0,0.0,0.036876412899388
C115,C#CCCC1(CCC(=O)NC2CCN(CCC=C)CC2)N=N1,1,9.86097,-15.560397,0.0,0.0111938572240067,1.082456463856497,0.0314405834084606,0.0,0.0091590880210938,0.0853188631610885,0.0,0.0,0.0
C116,C#CCCC1(CCC(=O)N2Cc3nc(C)nc(O)c3C2)N=N1,0,14.476443,1.6626058,0.0,0.3989064238629535,0.0026623487579094,0.066510323591657,0.0,0.3218823480686746,0.0,0.0530337056303356,0.0,0.0
C117,C#CCCC1(CCC(=O)N2CCN3CCCCC2C3)N=N1,1,7.686254,-15.091552,0.0,0.0012799687075283,0.7916025361811723,0.0974464574890922,0.0113995091815096,0.004929478113697,0.0,0.0056067540289561,0.0,0.0
C119,C#CCCC1(CCNC(=O)C2CCCN2S(=O)(=O)c2sc(=O)[nH]c2C)N=N1,0,-3.4757783,-4.6841726,0.0087720546828012,0.0117460627159182,0.0,0.0298127845889762,0.0,0.0266161647241751,0.0182321871478224,0.00892871082175,0.0830377646140211,0.0
C120,C#CCCC1(CCNC(=O)C(C)Oc2cc(C)cc3oc(=O)c4c(c23)CCC4)N=N1,0,-5.541824,-9.37895,0.0,0.0,0.0,0.0204578136412709,0.0937819880686672,0.0176252208238898,0.0,0.1827862240846241,0.1092042477853269,0.0
C121,C#CCCC1(CCC(=O)Nc2nn(Cc3cn(CC)nc3C)cc2Cl)N=N1,0,-3.1721022,10.350779,0.0,0.4134801058626393,0.0,0.165204606492495,0.0,0.0873812261681479,0.0,0.0,0.0038803961456289,0.0170946401764618
C122,C#CCCC1(CCNC(=O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)N=N1,0,1.7278494,-0.6899455,0.0,0.0808806307102115,0.0,0.3817981493502378,0.0,0.0437298099638561,0.0,0.0,0.359844447703797,0.0
C123,C#CCCC1(CCC(=O)N2C3CCC2CC(N2CCCS2(=O)=O)C3)N=N1,0,-6.6904144,-3.216709,0.0,0.0,0.0,0.0318605744912947,0.0353643119084414,0.0374804448999431,0.0829771783007152,0.0008681817657024,0.0,0.0
C125,C#CCCC1(CCC(=O)N2CCC3(CC2)CC3CN2CCN(C)CC2)N=N1,1,8.513298,-14.665289,0.0,0.0,0.7898220065104378,0.0,0.0,0.0,0.0254374172122634,0.0,0.0,0.0
C126,C#CCCC1(CCC(=O)N2CC(C)(c3nnc(C4CCOCC4)o3)C2)N=N1,0,-5.488145,-3.1916533,0.0310136048522923,0.0040045454979018,0.0127563474665211,0.0236247236919628,0.0135373005116353,0.0177896919438896,0.0098234507306308,0.0040178762712002,0.0067674200038683,0.0452983355715516
C128,C#CCCC1(CCC(=O)N[C@@H]2CCCC[C@H]2NS(=O)(=O)C2CC2)N=N1,0,-5.7773323,10.346549,0.0,0.2780335938174666,0.0,0.003321747573193,0.0,0.0179399680953649,0.0716817465400361,0.0,0.0071065989761224,0.0
C129,C#CCCC1(CCC(=O)N(C)Cc2coc(-c3ccc(C#N)cc3)n2)N=N1,0,-5.251119,14.210072,0.0,0.4558896944355776,0.0,0.0,0.0,0.0,0.1107374526826816,0.0,0.1855391522781054,0.0
C130,C#CCCC1(CCC(=O)NC(c2ccc3c(c2)OCCO3)C2CC2)N=N1,0,3.7252245,-9.208366,0.0524692770200911,0.0,0.0426935378359113,0.0,0.0,0.0,0.2112786030781222,0.6153609210184855,0.3128735438706866,0.0
C131,C#CCCC1(CCC(=O)Nc2ccc(C3CC(=O)NC(=O)N3)cc2)N=N1,0,-5.138285,16.107014,0.0,0.4801681978098122,0.0,0.0,0.0,0.0,0.0,0.0,0.47734414336041,0.0
C132,C#CCCC1(CCC(=O)N2C[C@@H](COC)[C@H](c3cnn(C)c3)C2)N=N1,0,-1.2769604,7.515389,0.0,0.4672731622089403,0.0,0.4440436244305441,0.0,0.1098516807962379,0.0,0.0544459645584535,0.0,0.0
C133,C#CCCC1(CCNC(=O)C2(COC)CCCNS2(=O)=O)N=N1,0,-0.77859557,-0.22254384,0.0,0.0,0.0682013074092264,0.2436919684825064,0.0,0.0,0.0233261979019309,0.0116269868071772,0.068120422106575,0.0
C134,C#CCCC1(CCNC(=O)C(O)c2cc(Cl)cc(Cl)c2)N=N1,0,5.9650006,10.616641,0.1971744454978983,0.0,0.0,0.0,0.0,0.0,0.4796896107772365,0.0233816963208398,0.0559902637130848,0.661703709464097
C135,C#CCCC1(CCNC(=O)C(O)(c2ccccc2)C(F)(F)F)N=N1,0,5.739248,10.904726,0.4090084634847958,0.0,0.0,0.0,0.0,0.0,0.5223543771532482,0.0277872639147002,0.0,0.2162603449266947
C136,C#CCCC1(CCNC(=O)Cc2cc(S(N)(=O)=O)cn2C)N=N1,0,15.803209,3.3156679,0.0141784044314101,0.4850458907047693,0.0,0.0,0.0185558156256069,0.291741380297219,0.0346706864663541,0.0,0.1858385745971361,0.0
C137,C#CCCC1(CCC(=O)N2CCCC23CCCS(=N)(=O)C3)N=N1,0,-3.2817507,3.0041761,0.0,0.0262778559536976,0.0,0.6111580883429341,0.0,0.1314355277863263,0.0038387006096398,0.0,0.0,0.0
C138,C#CCCC1(CCNC(=O)c2cc3n(n2)CCNS3(=O)=O)N=N1,0,-4.9677343,15.414121,0.0,0.346937660535032,0.0,0.0,0.0,0.0,0.0,0.0,0.3715507496566019,0.0
C139,C#CCCC1(CCC(=O)NCCc2cnc3ccc(C)cc3c2)N=N1,0,-6.734372,12.764846,0.0,0.5184608283054827,0.0,0.0152162125495012,0.0,0.0,0.2224502029657294,0.0,0.074897354359357,0.0
C140,C#CCCC1(CCC(=O)N2CC(OCc3ccccc3F)C2)N=N1,0,-4.04529,9.381329,0.0,0.3430716126164748,0.1952619954037693,0.2100146838711702,0.0,0.0,0.1634372022123619,0.0966677216271539,0.0482293232012321,0.0
C141,C#CCCC1(CCC(=O)NCC2(C(F)(F)F)CCCCC2)N=N1,0,-9.717089,0.26615024,0.0383862162863908,0.0,0.0631532758414203,0.0272335131174382,0.0,0.0,0.445803103997283,0.0270136435381595,0.0645901255097359,0.0
C142,C#CCCC1(CCNC(=O)c2ccnc(OC3CCOC3)c2)N=N1,0,-5.2282414,13.129723,0.0,0.3291652898664601,0.0901934621326249,0.0,0.0401585246048976,0.0,0.0475191064493616,0.0,0.0551127466643664,0.0
C143,C#CCCC1(CCNC(=O)C2C3Cc4c(Cl)cccc4C32)N=N1,0,-11.092418,1.3981798,0.0938055783116131,0.0,0.0,0.0,0.2604812562889768,0.0,0.6977282955502655,0.0046850030274132,0.0,0.0
C144,C#CCCC1(CCNC(=O)c2ncsc2S(N)(=O)=O)N=N1,0,-2.3193476,-3.7790341,0.0,0.0697105533047596,0.0142695027629087,0.0478836165133931,0.0048229024972621,0.000831846050589,0.0786540855456492,0.0,0.0999360599623178,0.0
C145,C#CCCC1(CCC(=O)Nc2cc(-n3ccnn3)ccc2F)N=N1,0,-4.488299,12.820588,0.0,0.5034005043943852,0.1717077697329707,0.1337336266871074,0.030916763406443,0.0,0.0,0.0,0.0314801168053284,0.0
C146,C#CCCC1(CCC(=O)N2CCO[C@@H]3CS(=O)(=O)C[C@@H]32)N=N1,0,14.690765,-0.062442053,0.0,0.4570712667114221,0.0,0.4360689545748336,0.0,0.3583751418601812,0.0026734513982991,0.0,0.0,0.0
C147,C#CCCC1(CCNC(=O)C2CCCc3cc(C#N)ccc32)N=N1,0,-3.7889988,8.652602,0.0,0.252696650556705,0.2157868449191055,0.3026436206806225,0.0,0.0,0.0186822695256565,0.0,0.0811003956366679,0.0077416730167996
C148,C#CCCC1(CCNC(=O)C23CC(CO)(C2)OC32COC2)N=N1,0,-6.430396,-4.594883,0.0010812979674012,0.019473904135671,0.0,0.0280737020479446,0.0,0.0882641948503293,0.0,0.0469514794757439,0.0,0.0173669171755208
C149,C#CCCC1(CCNC(=O)CCC2CC(C)N(C)C2C)N=N1,1,8.932448,-16.074116,0.0,0.0,1.014661497528762,0.0,0.0,0.0,0.0,0.0,0.005667681557072,0.0
C150,C#CCCC1(CCNC(=O)C(c2cncn2C)N(C)C)N=N1,1,-4.587219,4.6552672,0.0,0.0,0.0,0.7016833946572794,0.0,0.0746488160850619,0.0,0.4740400757402289,0.0,0.0
C151,C#CCCC1(CCC(=O)NCC(O)c2cncs2)N=N1,0,0.106139526,13.512472,0.0,0.4096608004669729,0.0560659980695036,0.0,0.0,0.0272602913086211,0.0893997510061595,0.1040705378291419,0.0455095613430031,0.0
C152,C#CCCC1(CCNC(=O)C2CN(CC(F)F)C2)N=N1,1,10.670737,13.434694,0.4097044884820227,0.0,0.1386763374689437,0.0,0.0,0.0121376075901193,0.0,0.0,0.3083098590649668,0.0
C153,C#CCCC1(CCC(=O)N2Cc3sccc3CC2(C)C)N=N1,0,3.9432993,-8.980734,0.3321847759563479,0.0,0.1141065777195935,0.0,0.0,0.0,0.3731340548168912,0.4385189795814571,0.3113881011070044,0.0
C154,C#CCCC1(CCC(=O)NCc2nnc(C3CC3)n2C2CC2)N=N1,0,1.6159604,-2.125242,0.0,0.0,0.0,0.2086003603727773,0.0075813615142636,0.0235601056114136,0.0,0.0,0.286957521284382,0.0
C156,C#CCCC1(CCC(=O)N[C@@H]2CC=CC[C@H]2C(F)(F)F)N=N1,0,-8.411213,-2.5030081,0.0,0.0,0.0421536693763619,0.0014949273230135,0.0,0.0145135600518955,0.1804639593248687,0.0,0.0,0.0
C157,C#CCCC1(CCC(=O)NCC2CCc3nnc(C(F)F)n3C2)N=N1,0,-4.026834,-4.235222,0.0196173769553656,0.0017570865569552,0.0026404929261521,0.0544270484708245,0.0205715434208822,0.0008601889644607,0.0479041917446424,0.0,0.0111061128268453,0.0
C158,C#CCCC1(CCNC(=O)c2cc3c(C(F)(F)F)cc(=O)[nH]c3o2)N=N1,0,6.2309604,-2.129352,0.0,0.0,0.0691947946819597,0.0610385762934193,1.0671037743485037,0.0157765333338153,0.0,0.1254101174494251,0.2376748933553778,0.0
C159,C#CCCC1(CCC(=O)Nc2ccccc2Oc2cccc(C#N)c2)N=N1,0,4.265606,11.658154,0.2089022553021267,0.0,0.0557128661567575,0.0,0.0,0.0,0.8225417350366563,0.289801470582573,0.0719110095560385,0.0
C160,C#CCCC1(CCC(=O)NC2(C(O)c3ccc(F)cc3)CCCC2)N=N1,0,-10.51706,0.76531625,0.0,0.0,0.0377409646979079,0.0,0.059776536938405,0.0,0.538737176640984,0.0,0.0,0.0
C161,C#CCCC1(CCNC(=O)CCc2nc3cc(Cl)ccc3s2)N=N1,0,3.9298143,11.378373,0.181056990396461,0.084421815773498,0.0782593435152682,0.0,0.0,0.0,0.8905563473112579,0.0,0.1305286445529261,0.0100801609504654
C162,C#CCCC1(CCC(=O)NC[C@H]2OCC(=O)N(CC)[C@@H]2c2nccn2C)N=N1,0,0.58055204,-6.056767,0.0144557466831745,0.0,0.0094475281031211,0.0075931035473159,0.0,0.0,0.0,0.0076742868429024,0.3017709705241816,0.0
C163,C#CCCC1(CCC(=O)N(C)C23CC(C(F)(F)F)(C2)C3)N=N1,0,-11.41402,-0.67541903,0.0528367880354691,0.0,0.05601030348328,0.0,0.0711922998696451,3.220561513043445e-05,0.3805303297119752,0.0,0.0,0.0
C164,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,1,7.434235,-14.204875,0.0,0.0,0.632482057284985,0.0,0.0,0.0,0.0,0.0,0.092815566149952,0.0
C165,C#CCCC1(CCC(=O)N2Cc3cnn(-c4ccccc4)c3C2)N=N1,0,14.541015,2.794281,0.002661802974175,0.4944525118322763,0.0123647462274177,0.0,0.0,0.2637030727789934,0.0,0.0,0.0,0.0
C166,C#CCCC1(CCNC(=O)c2ccc(-n3cnc4ccccc4c3=O)cc2)N=N1,0,-5.644775,11.921788,0.0777687657596522,0.3479756257779452,0.0036444026126407,0.0,0.0,0.0,0.0487113719610067,0.0,0.0,0.0
C167,C#CCCC1(CCC(=O)NCc2ccc(N(C)C(=O)c3ccncc3)cc2)N=N1,0,-1.3705914,9.13671,0.0,0.3308507054476851,0.0,0.2165208314035988,0.0,0.0,0.0,0.357874408419792,0.0,0.0
C168,C#CCCC1(CCC(=O)N[C@@H]2COC[C@@H]2Oc2cn[nH]c2)N=N1,0,-5.921431,9.775461,0.0,0.2061183644794802,0.0044360988053359,0.0,0.0,0.0486159861322617,0.0014686325262798,0.0,0.1515358927942794,0.0
C169,C#CCCC1(CCNC(=O)CCc2c[nH]c3cccc(C)c23)N=N1,0,7.334615,10.770121,0.4489622602017965,0.0,0.0105323375170195,0.0036524332109219,0.0065066360976767,0.0,0.1737099689557601,0.0,0.0,0.4223022793226856
C170,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,1,10.206899,-16.654657,0.0,0.0030872281424564,1.2824373050947415,0.0,0.0,0.0,0.0,0.0,0.2304262812771809,0.0202846804607526
C171,C#CCCC1(CCC(=O)NC2CN(CC)CC2(C)C)N=N1,1,9.886525,-16.255047,0.0,0.0,1.1650757195708823,0.0,0.0,0.0,0.0,0.0,0.0,0.0091548194295336
C172,C#CCCC1(CCC(=O)N[C@H]2C[C@H](c3cc(F)cc(F)c3)C2)N=N1,0,8.454657,10.864466,0.4341421706376009,0.0,0.0,0.0,0.1789860260394872,0.0,0.0188251145871092,0.0,0.0,0.5722383669870087
C173,C#CCCC1(CCNC(=O)Cn2nnnc2-c2ccsc2)N=N1,0,-7.406821,-8.129774,0.0056199861597265,0.1596895560435621,0.0,0.0,0.0106338236580319,0.0,0.0224784664394223,0.1674078590161177,0.0,0.0
C174,C#CCCC1(CCC(=O)Nc2cnc3c(c2)OCC(=O)N3)N=N1,0,-1.0259492,14.261484,0.0160616303541954,0.587088816833144,0.0,0.0,0.0,0.1196548040041531,0.0,0.1489391915400893,0.1007890646750038,0.0
C176,C#CCCC1(CCNC(=O)c2cncc(COC)c2)N=N1,0,-2.9499834,-3.727298,0.0,0.0099859661934942,0.0319949077309778,0.0628020083907235,0.0087852215410615,0.0,0.0455179403768591,0.0,0.0772062177745439,0.0
C177,C#CCCC1(CCNC(=O)c2sc(CC(F)(F)F)nc2C)N=N1,0,-1.9910663,-3.639437,0.0,0.0162418303132402,0.0,0.1010735016008995,0.0113328365420715,0.0,0.0985625441629926,0.0391922505933487,0.0805786855314124,0.0
C178,C#CCCC1(CCC(=O)N(CC)c2cc(C)ccc2OC)N=N1,0,-9.861825,-5.75686,0.0,0.0,0.0,0.0048807574529574,0.0,0.0,0.1250764184487885,0.067777125706674,0.0715448390271781,0.1084176742830286
C179,C#CCCC1(CCC(=O)N2C3CCCC2CC2(C3)NC(=O)NC2=O)N=N1,0,-3.8306324,16.782167,0.0,0.4884699259396964,0.0,0.2730239615298848,0.0242777046158671,0.0818462440497578,0.0,0.0,0.39827298154043,0.0
C180,C#CCCC1(CCC(=O)NCC2CC3(CC3)S(=O)(=O)N2)N=N1,0,0.18032354,-5.2710385,0.0094656086471096,0.0,0.0,0.0820592799299847,0.003987169887708,0.0,0.0,0.0,0.1907169903997196,0.0734650101815475
C182,C#CCCC1(CCC(=O)NC2(CN3CCN(c4ncccn4)CC3)CC2)N=N1,1,1.9475807,-12.620225,0.0,0.0,0.5278336483425202,0.4404059568511956,0.0,0.0,0.0,0.1774621652525033,0.0359446628972746,0.0
C183,C#CCCC1(CCC(=O)NC(C)c2nnc(-c3ccccc3F)s2)N=N1,0,-5.773383,-2.45083,0.0081391296863289,0.0,0.053773817221358,0.113878298204269,0.0,0.0,0.038602898068382,0.0,0.0068322147190301,0.0
C184,C#CCCC1(CCC(=O)NC(CN(C)C)c2ccco2)N=N1,1,8.580284,-14.366796,0.0,0.0,0.7318354847536876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C185,C#CCCC1(CCNC(=O)CC2CS(=O)(=O)c3ccccc3O2)N=N1,0,-1.3797103,6.765787,0.0,0.2315081096597959,0.0,0.3952945296749472,0.0,0.0,0.0,0.0,0.0,0.0
C186,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,1,9.632134,-14.504801,0.0312811844357022,0.0,0.7770397270620798,0.0838285271842152,0.0,0.0,0.0950436244385429,0.0,0.0,0.1347801540057653
C187,C#CCCC1(CCNC(=O)c2cnc(Oc3ccccc3)cn2)N=N1,0,-6.6933465,-4.5299497,0.0061755255427843,0.0,0.0,0.0226496772164446,0.0806196586693597,0.0688031610244579,0.0363514623690982,0.0,0.0,0.0
C189,C#CCCC1(CCC(=O)N2Cc3c[nH]nc3C(c3n[nH]c(CC)n3)C2)N=N1,0,17.753197,0.09626515,0.0168721833596756,0.0,0.0,0.0,0.0,0.4793219367289256,0.0039835402889466,0.0,0.1200819046622299,0.0
C190,C#CCCC1(CCNC(=O)C2CCC3CC(=O)NC3C2)N=N1,0,17.94375,-0.021741763,0.0170357050395752,0.0,0.0,0.0,0.0835553616665453,0.4539817113645368,0.0,0.0,0.2553968419872536,0.0
C191,C#CCCC1(CCC(=O)N2CC(C#N)C3(C2)C(=O)Nc2ccccc23)N=N1,0,17.020056,0.8874508,0.0,0.3653476018646479,0.0,0.0,0.0,0.4812065070148378,0.0,0.0,0.1875179890798886,0.0
C193,C#CCCC1(CCC(=O)NC(c2ccccn2)c2ccccc2OC)N=N1,0,17.720835,0.17057422,0.0,0.081301075292053,0.0,0.0,0.0,0.4825905278196232,0.0,0.0,0.2406352491858451,0.0
C194,C#CCCC1(CCNC(=O)C2(Cc3ccc(F)cc3)CCCO2)N=N1,0,-8.444262,-2.7770412,0.0,0.0,0.1492118873102081,0.0,0.0,0.0023606137477854,0.1784966337333209,0.0,0.0,0.0151713198229277
C195,C#CCCC1(CCC(=O)N2C[C@H]3CCO[C@H]3CC(C)(C)C2)N=N1,0,-4.05786,10.482858,0.0,0.3880673662484897,0.1093819419811906,0.1865477955104011,0.0,0.0,0.0,0.0,0.2056859660725631,0.0
C196,C#CCCC1(CCC(=O)NC(C(N)=O)c2ccc3ccccc3c2)N=N1,0,-3.6465487,11.677941,0.0,0.5057503252126455,0.0,0.0,0.0,0.0,0.0671788246269003,0.0,0.0,0.091604703663331
C197,C#CCCC1(CCC(=O)N2CC3CN(C)C(c4ccccc4)C3C2)N=N1,1,9.627988,-13.209779,0.0,0.290203175507669,0.8719961043130655,0.0100691540526577,0.0,0.0,0.0484161130960537,0.0,0.1346491596274573,0.0
C198,C#CCCC1(CCC(=O)Nc2cc(F)ccc2OCc2cnn(C)c2)N=N1,0,-8.911756,-8.906854,0.0,0.0244186374012974,0.0059365746409643,0.0,0.0,0.0072016154833774,0.1847614699216508,0.45155748076688,0.0,0.0
C199,C#CCCC1(CCNC(=O)c2cc(CNS(C)(=O)=O)oc2C)N=N1,0,-5.661071,11.524695,0.0,0.2992354439487373,0.0473519852330776,0.0,0.0,0.0,0.1153099627053117,0.0,4.051242624100079e-05,0.0056787837365346
C200,C#CCCC1(CCC(=O)NC2CCc3c(nc(C)n3CCO)C2)N=N1,0,1.0342,-8.533556,0.0,0.0,0.2833790856040097,0.0067562666343088,0.0,0.0005207346675466,0.0,0.0,0.2712541892883013,0.0070990890760367
C201,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,0,-10.692852,2.9020936,0.0,0.0,0.0354533015362046,0.0,0.3684256021355634,0.0,0.5471656096931319,0.102234006275131,0.0,0.6674166279302297
C203,C#CCCC1(CCC(=O)NC2CCN(c3ccc4nncn4n3)C2)N=N1,0,16.632227,3.9657817,0.0,0.4960412802987173,0.0,0.0758948921038806,0.0,0.2427360515869029,0.0,0.0,0.4163482696476763,0.0
C204,C#CCCC1(CCC(=O)N[C@H]2C[C@H](C)S(=O)(=O)c3sccc32)N=N1,0,-0.34465846,-6.765453,0.0,0.0,0.0,0.0134499437058935,0.0739969869229683,0.0,0.0359631146134755,0.0,0.2990060335124264,0.0
C205,C#CCCC1(CCNC(=O)c2c(C(F)(F)F)nc3n2CCCC3)N=N1,0,0.94460773,-12.0035715,0.0,0.0,0.4023970235538554,0.3693634357879912,0.0,0.0,0.0019955251284279,0.0,0.3172608873167168,0.0
C206,C#CCCC1(CCC(=O)N2CCOCC2c2nc(-c3cccs3)no2)N=N1,0,-2.5519507,11.259213,0.0,0.3394072407091897,0.0,0.0,0.0,0.0,0.0276564570408198,0.007445800738314,0.0,0.1959992384197103
C207,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,0,-7.16559,-9.141764,0.0159859007027671,0.0,0.0,0.0,0.0,0.0060133645644029,0.0,0.3110632751654995,0.0045521235931635,0.0919762075812167
C208,C#CCCC1(CCC(=O)N2CC(N3CCCC3)CC2C(C)C)N=N1,1,8.308463,-16.074593,0.0,0.0,0.8366455798284108,0.0,0.0,0.0,0.034494425004572,0.0,0.15861316691283,0.0
C210,C#CCCC1(CCNC(=O)c2cc(-c3c[nH]c4ccccc34)[nH]n2)N=N1,0,7.1914096,2.042239,0.0,0.0402592397463015,0.0,0.0,0.8102732013862816,0.0237543542118822,0.0,0.1790825937895399,0.0207256130110314,0.6631264765314059
C211,C#CCCC1(CCC(=O)N2CCC3(CN(Cc4ccccc4)CC(C)O3)C2)N=N1,1,-1.2390985,-10.847211,0.0,0.0,0.2916306511137386,0.0546300710239865,0.0,0.0,0.0,0.0906728892515074,0.2996907166269213,0.0
C212,C#CCCC1(CCNC(=O)c2cnc3n2C(C)CCC3)N=N1,0,-8.445514,-11.824539,0.0,0.1083696242501195,0.3923806157192307,0.0479875657835537,0.0,0.0182533640993268,0.0079148714907045,0.4085693354019693,0.0197363807760464,0.0
C213,C#CCCC1(CCC(=O)N2CCOC(c3c(Cl)cccc3OC)C2)N=N1,0,-8.224239,-11.422452,0.0,0.1207275641860432,0.1887775040523756,0.0,0.0,0.0191537561545457,0.0,0.4684370187569264,0.0,0.0
C214,C#CCCC1(CCC(=O)NC(C(=O)Nc2cc[nH]n2)c2ccccc2)N=N1,0,15.653818,4.261675,0.0,0.4390593166800495,0.0,0.0,0.0199622192557499,0.2702892767089468,0.0,0.0,0.2514685308043215,0.0
C215,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,0,-0.7249339,-6.252317,0.003251915338652,0.0,0.121352076077532,0.0649164317097694,0.0,0.0,0.0078614691903316,0.0107924364949662,0.1848196516976187,0.0
C216,C#CCCC1(CCNC(=O)c2ccc(C)c(C)c2-n2cnnn2)N=N1,0,-0.44602677,-5.3534555,0.0,0.0017803539730612,0.0150049704824387,0.1404248231741712,0.0,0.0085742270745922,0.0380899425611474,0.0073933008950345,0.1998674016993133,0.0
C217,C#CCCC1(CCNC(=O)C2(c3cccnc3)CC(F)(F)C2)N=N1,0,-0.10127861,-3.2491071,0.0,0.0,0.0181382210578021,0.1254935947727928,0.0399143026931178,0.0,0.1580507062088147,0.0,0.1562226098762895,0.0
C218,C#CCCC1(CCC(=O)Nc2ccc(Cl)c(-n3nnnc3C3CC3)c2)N=N1,0,-9.754789,2.5763814,0.0,0.0,0.0,0.0,0.2193495253681608,0.0,0.4523779766078085,0.3292879297277463,0.1557688722592193,0.6534652472831511
C219,C#CCCC1(CCC(=O)NCC2CCC3C(CC2)C3(F)F)N=N1,0,2.796544,10.826809,0.0,0.0,0.0,0.0,0.0024803952113969,0.0,0.9972311387548972,0.0,0.0,0.0316682474335675
C220,C#CCCC1(CCC(=O)N2CCC(c3ccc(F)c(F)c3)C2C)N=N1,0,3.6532168,10.851413,0.0840317093229931,0.0,0.0,0.0,0.0,0.000330072189143,0.6730845033838442,0.0,0.0867944088029903,0.4493810868165511
C221,C#CCCC1(CCNC(=O)C2CN3CCCN2CC3)N=N1,1,9.132336,-15.907367,0.0,0.0,0.9345999640896178,0.0,0.0,0.0032085731710314,0.1126943727421898,0.0,0.0,0.0
C222,C#CCCC1(CCNC(=O)C2C3CCC2(c2cncs2)C3)N=N1,0,-3.1315377,-2.9819899,0.0,0.0001601383701574,0.1745437704704499,0.0642299192866656,0.0,0.0,0.0546184211574878,0.0,0.0964601929031672,0.0012868417354556
